날짜,조식,조식열량,중식,중식열량,석식,석식열량,증특식,증특식열량,열량합계
2024-04-18(목),두부감자맑은국(05)(06),87.31kcal,소고기된장찌개(05)(06)(16),314.92kcal,해물짬뽕국(08)(09)(17)(18),93.71kcal,,,3744.56kcal
2024-04-18(목),오징어볶음(05)(06)(17),180.66kcal,치즈돈가스&소스(05)(06)(10)(12)(15)(16),875.95kcal,회오리핫도그(05)(06)(10)(12),506.9kcal,,,3744.56kcal
2024-04-18(목),가공우유(딸기맛)(02),125kcal,미트소스치즈달걀말이(완)(01)(02)(05)(10)(12)(16),218.75kcal,닭매운찜(05)(06)(15)(16),255.53kcal,,,3744.56kcal
2024-04-18(목),감자샐러드(완)(01)(02),45kcal,무말랭이무침(완),36kcal,콩나물무침(05)(06),34.83kcal,,,3744.56kcal
2024-04-18(목),갓김치,11.2kcal,배추김치,12kcal,석박지,6.3kcal,,,3744.56kcal
2024-04-18(목),,,유산균 발효 음료(02),68kcal,,,,,3744.56kcal
2024-04-19(금),밥,287.5kcal,현미밥,293.15kcal,대패삼겹살굴소스덮밥(05)(06)(10)(18),675.34kcal,,,3154.39kcal
2024-04-19(금),쇠고기무국(05)(06)(16),65.89kcal,팽이버섯된장국(05)(06)(16),46.04kcal,순두부찌개(01)(05)(06)(18),137.19kcal,,,3154.39kcal
2024-04-19(금),소시지채소볶음(05)(06)(12),245.86kcal,돼지고기김치볶음(05)(10),164.52kcal,훈제닭다리(01)(05)(15),589.6kcal,,,3154.39kcal
2024-04-19(금),감자채볶음(05)(16),129.36kcal,데친두부(두부구이),58.8kcal,시금치고추장무침(16),34.04kcal,,,3154.39kcal
2024-04-19(금),배추김치,12kcal,비엔나소시지구이&케첩(05)(12),309.1kcal,깍두기,12.8kcal,,,3154.39kcal
2024-04-19(금),"우유(백색우유(200ML,연간))(02)",65kcal,갓김치,11.2kcal,대추방울토마토(비생산기)(12),17kcal,,,3154.39kcal
2024-04-20(토),셀프주먹밥,136.2kcal,풀드포크또띠아(02)(05)(06)(10)(12)(16)(18),332.32kcal,밥,287.5kcal,,,2786.73kcal
2024-04-20(토),구운야채,12.5kcal,소시지또띠아롤(01)(02)(05)(06)(10)(12)(16),211.11kcal,만두육개장(01)(02)(05)(06)(10)(12)(15)(16),284.71kcal,,,2786.73kcal
2024-04-20(토),스테이크샐러드(05)(06)(10)(18),892.5kcal,비스킷슈(01)(02)(06),232kcal,스팸짜글이(05)(06)(10)(16),185.69kcal,,,2786.73kcal
2024-04-20(토),모듬피클,37.1kcal,,,계란후라이(완)(01)(05),87.5kcal,,,2786.73kcal
2024-04-20(토),제로콜라,0kcal,,,김가루(05),8.6kcal,,,2786.73kcal
2024-04-20(토),"우유(백색우유(200ML,연간))(02)",65kcal,,,총각김치,14kcal,,,2786.73kcal
2024-04-21(일),밥,287.5kcal,보리밥,293.96kcal,밥,287.5kcal,,,2817.72kcal
2024-04-21(일),근대된장국(05)(06)(09)(16),40.59kcal,닭가슴살떡국(02)(05)(06)(16),226.72kcal,차돌된장찌개(완),21.48kcal,,,2817.72kcal
2024-04-21(일),꽈리고추멸치볶음(05)(06),91.54kcal,계란말이(01)(12),116.3kcal,햄토마토소스닭가슴살(02)(05)(06)(10)(12)(15),473.93kcal,,,2817.72kcal
2024-04-21(일),돈육메추리알조림(01)(05)(06)(10),481.26kcal,한식잡채(05)(06),247.64kcal,눈꽃치즈샐러드(02)(05)(06)(18),110.5kcal,,,2817.72kcal
2024-04-21(일),배추김치,12kcal,배추김치,12kcal,깍두기,12.8kcal,,,2817.72kcal
2024-04-21(일),"우유(백색우유(200ML,연간))(02)",65kcal,"상온주스, (주문자상표부착)농협식품, 농협제주감귤한라봉착즙주스,100ml",37kcal,,,,,2817.72kcal
2024-04-21(일),"생수(500ML,후식)",0kcal,,,,,,,2817.72kcal
2024-04-22(월),베이글&딸기쨈(01)(02)(06),720kcal,싸이버거(01)(02)(05)(06)(12),1499.86kcal,밀쌀밥,275.46kcal,,,5768.77kcal
2024-04-22(월),소시지구이(01)(02)(05)(06)(10)(12)(16),61.93kcal,뿌링클감자튀김(01)(02)(04)(05)(06),366kcal,시원한묵사발(05),268.23kcal,,,5768.77kcal
2024-04-22(월),머쉬룸크림스프(02)(05)(06),255.65kcal,버팔로치킨윙(01)(05),583kcal,삼겹살구이(10),958.46kcal,,,5768.77kcal
2024-04-22(월),멕시칸샐러드(01)(05)(10),132.45kcal,양상추샐러드(05)(06)(18),75kcal,상추/깻잎쌈,54.43kcal,,,5768.77kcal
2024-04-22(월),시리얼(1),153.2kcal,콘샐러드(완)(01)(05),60kcal,명이나물장아찌(05)(06),7kcal,,,5768.77kcal
2024-04-22(월),"우유(백색우유(200ML,연간))(02)",65kcal,모듬피클,37.1kcal,팬케이크(01)(02)(06),84kcal,,,5768.77kcal
2024-04-22(월),,,탄산음료,112kcal,겉절이김치,0kcal,,,5768.77kcal
2024-04-23(화),밥,287.5kcal,찹쌀밥,299kcal,밥,287.5kcal,,,2381.14kcal
2024-04-23(화),얼큰콩나물국(05)(06)(16),23.49kcal,들깨미역국(05)(06),41.67kcal,배추쇠고기국(05)(06)(16),86.28kcal,,,2381.14kcal
2024-04-23(화),콩부각멸치볶음(05)(06),138.12kcal,파채소불고기(05)(06)(16),389.36kcal,돼지고기채소볶음(05)(10)(18),281.43kcal,,,2381.14kcal
2024-04-23(화),오리햄구이쌈무(01)(05)(06)(13),273.75kcal,숙주나물무침(05)(06),27.48kcal,맛김,5.2kcal,,,2381.14kcal
2024-04-23(화),김자반,2.5kcal,진미채무침(완)(06)(17),83.4kcal,깻잎쌈무(13),8.46kcal,,,2381.14kcal
2024-04-23(화),가공우유(커피맛),122kcal,배추김치,12kcal,겉절이김치,0kcal,,,2381.14kcal
2024-04-23(화),배추김치,12kcal,,,,,,,2381.14kcal
2024-04-23(화),"생수(500ML,후식)",0kcal,,,,,,,2381.14kcal
2024-04-24(수),밥,287.5kcal,밥,287.5kcal,현미밥,293.15kcal,,,3919.02kcal
2024-04-24(수),시금치된장국(05)(06)(09),61.29kcal,일본식쇠고기카레(02)(16),190.01kcal,부대찌개(05)(10)(16),233.57kcal,,,3919.02kcal
2024-04-24(수),쇠고기야채볶음(05)(06)(16),211.38kcal,지파이(01)(05)(06)(15),735kcal,궁중소고기떡볶음(05)(06)(16),232.73kcal,,,3919.02kcal
2024-04-24(수),비엔나소시지구이&케첩(05)(12),309.1kcal,감자고로케(05)(06)(12),364.32kcal,타코야끼(01)(05)(06),550.16kcal,,,3919.02kcal
2024-04-24(수),깍두기,12.8kcal,양배추샐러드(케요)(12),60.71kcal,깍두기,12.8kcal,,,3919.02kcal
2024-04-24(수),"우유(백색우유(200ML,연간))(02)",65kcal,배추김치,12kcal,,,,,3919.02kcal
2024-04-24(수),,,"광동제약, 비타500치어팩, 250mL",,,,,,3919.02kcal
2024-04-25(목),밥,287.5kcal,흑미밥,297.5kcal,밥,287.5kcal,,,3120.61kcal
2024-04-25(목),물만둣국(01)(02)(05)(06)(10)(12)(15)(16),161.4kcal,시래기등뼈감자탕(05)(06)(09)(10)(16),468.98kcal,새우부추계란국(01)(05)(06)(09),100.96kcal,,,3120.61kcal
2024-04-25(목),베이컨버섯볶음(02)(05)(06)(10)(18),63.59kcal,맛김,5.2kcal,돈육춘장소스볶음(05)(06)(18),238.45kcal,,,3120.61kcal
2024-04-25(목),어묵야채조림(05)(06),152.41kcal,꽃낙새콩나물찜(05)(06)(08)(09)(16)(17)(18),214.52kcal,군만두(05)(06)(10),648.91kcal,,,3120.61kcal
2024-04-25(목),깍두기,12.8kcal,부추무침(05)(06),21.71kcal,단무지무침,15.88kcal,,,3120.61kcal
2024-04-08(월),시금치고추장무침(16),34.04kcal,계란찜(01),75.42kcal,크림새우(05)(06)(09),985.45kcal,,,3486.76kcal
2024-04-08(월),가공우유(딸기맛)(02),125kcal,깻잎쌈무(13),8.46kcal,배추김치,12kcal,,,3486.76kcal
2024-04-08(월),배추김치,12kcal,배추김치,12kcal,"참조은에스에프, 쿠키앤크림스틱치즈케익",,,,3486.76kcal
2024-04-08(월),"생수(500ML,후식)",0kcal,,,,,,,3486.76kcal
2024-04-09(화),소시지구이(01)(02)(05)(06)(10)(12)(16),61.93kcal,보리밥,293.96kcal,밥,287.5kcal,,,3402.28kcal
2024-04-09(화),포테이토크림스프(02)(05)(06),185.15kcal,팽이버섯된장국(05)(06)(16),46.04kcal,바지락수제비(05)(06)(09)(16)(18),144.36kcal,,,3402.28kcal
2024-04-09(화),시리얼(1),153.2kcal,슈프림양념치킨(05)(06)(12)(15),1039.61kcal,돼지불고기(05)(06)(10),247.59kcal,,,3402.28kcal
2024-04-09(화),양상추샐러드(05)(06)(18),75kcal,무피클,12.72kcal,부추무침(05)(06),21.71kcal,,,3402.28kcal
2024-04-09(화),베이글크림치즈(02)(06),607.8kcal,양배추샐러드(케요)(12),60.71kcal,겉절이김치,0kcal,,,3402.28kcal
2024-04-09(화),"우유(백색우유(200ML,연간))(02)",65kcal,,,"상온주스, (주문자상표부착)씨제이제일제당, 쁘띠첼 워터젤리 포도, 130ml",100kcal,,,3402.28kcal
2024-04-10(수),밥,287.5kcal,날치알김치덮밥(05)(18),396.6kcal,현미밥,293.15kcal,,,3267.83kcal
2024-04-10(수),감자호박국(09),42.85kcal,맑은콩나물국(05)(06)(16),32.94kcal,물만둣국(01)(02)(05)(06)(10)(12)(15)(16),161.4kcal,,,3267.83kcal
2024-04-10(수),베이컨버섯볶음(02)(05)(06)(10)(18),63.59kcal,훈제삼겹(05)(06)(10)(15),1368kcal,쇠고기불고기(05)(06)(16),215.69kcal,,,3267.83kcal
2024-04-10(수),맛김,5.2kcal,상추/깻잎쌈,54.43kcal,콘치즈버터구이(02)(05),144.64kcal,,,3267.83kcal
2024-04-10(수),진미채무침(완)(06)(17),83.4kcal,깻잎장아찌(완),4.04kcal,오이고추장무침,13.4kcal,,,3267.83kcal
2024-04-10(수),배추김치,12kcal,배추김치,12kcal,배추김치,12kcal,,,3267.83kcal
2024-04-10(수),"우유(백색우유(200ML,연간))(02)",65kcal,단백질 음료,,,,,,3267.83kcal
2024-04-11(목),간장계란밥(01)(05)(06),402.59kcal,고기듬뿍돼지국밥(완)(10),568.38kcal,밥,287.5kcal,,,3774.17kcal
2024-04-11(목),오징어무국(05)(06)(17),65.65kcal,흑미밥,297.5kcal,매운어묵탕(05)(06),83.05kcal,,,3774.17kcal
2024-04-11(목),햄감자채볶음(05)(10)(18),193.99kcal,모듬쌈,10.45kcal,새우꼬치(05)(06)(09),691.7kcal,,,3774.17kcal
2024-04-11(목),양념깻잎,9kcal,오징어젓무침(17),45.99kcal,모듬장조림(01)(05)(06)(10),182.8kcal,,,3774.17kcal
2024-04-11(목),가공우유(커피맛),122kcal,고기된장(05)(06)(10),421.27kcal,카레소스(02)(05)(06)(12)(16),374kcal,,,3774.17kcal
2024-04-11(목),겉절이김치,0kcal,약과,0kcal,배추김치,12kcal,,,3774.17kcal
2024-04-11(목),,,석박지,6.3kcal,,,,,3774.17kcal
2024-04-12(금),밥,287.5kcal,보리밥,293.96kcal,밥(소량),150kcal,,,3816.20kcal
2024-04-12(금),바지락된장국(05)(06)(09)(16)(18),40.57kcal,부추달걀국(01)(05)(06)(16),82.72kcal,사골떡만둣국(05)(06)(16),353.93kcal,,,3816.20kcal
2024-04-08(월),미트볼채소볶음(05)(12)(18),314.34kcal,오리불고기(05)(06)(18),595.8kcal,애호박베이컨볶음(02)(05)(10)(18),90.71kcal,,,3486.76kcal
2024-04-01(월),밥,287.5kcal,찹쌀밥,299kcal,밥,287.5kcal,,,2645.40kcal
2024-04-01(월),맑은콩나물국(05)(06)(16),32.94kcal,쇠고기미역국(완),0kcal,쇠고기육개장(01)(05)(06)(16),184.82kcal,,,2645.40kcal
2024-04-01(월),햄김치볶음(05)(10),239.83kcal,돼지갈비찜(완)(05)(06)(10),651.11kcal,고구마떡닭갈비(05)(06)(15),392.48kcal,,,2645.40kcal
2024-04-01(월),맛김,5.2kcal,숙주나물무침(05)(06),27.48kcal,코울슬로,127.77kcal,,,2645.40kcal
2024-04-01(월),무생채,20.77kcal,겉절이김치,0kcal,깍두기,12.8kcal,,,2645.40kcal
2024-04-01(월),갓김치,11.2kcal,,,,,,,2645.40kcal
2024-04-01(월),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,2645.40kcal
2024-04-02(화),밀쌀밥,275.46kcal,밥(소량),150kcal,닭순살간장덮밥(05)(06)(15),557.09kcal,,,3308.18kcal
2024-04-02(화),감자계란국(01)(05)(06),108.99kcal,칼국수(05)(06)(09)(16)(18),434.04kcal,두부김치국(05)(06)(09),45.46kcal,,,3308.18kcal
2024-04-02(화),모듬장조림(01)(05)(06)(10),182.8kcal,돼지고기육전(05)(06),686.91kcal,떡갈비야채볶음(02)(05)(06)(10)(16)(18),296.06kcal,,,3308.18kcal
2024-04-02(화),매운콩나물무침(05),34.59kcal,깻잎전(완)(01)(05)(06)(10),320kcal,마늘쫑무침,35.4kcal,,,3308.18kcal
2024-04-02(화),가공우유(초코맛)(02),120kcal,취나물무침(05)(06),37.38kcal,배추김치,12kcal,,,3308.18kcal
2024-04-02(화),배추김치,12kcal,겉절이김치,0kcal,,,,,3308.18kcal
2024-04-02(화),"생수(500ML,후식)",0kcal,,,,,,,3308.18kcal
2024-04-03(수),밥,287.5kcal,스팸김치볶음밥(완)(05)(10),1681kcal,밥,287.5kcal,,,4383.01kcal
2024-04-03(수),사골곰탕(완)(05)(06)(16),211.63kcal,유부장국(01)(05)(06),68.66kcal,참치김치찌개(05)(12)(16),121.6kcal,,,4383.01kcal
2024-04-03(수),비엔나소시지야채볶음(05)(06)(12),300.26kcal,바삭카츠소스(05)(06)(10)(12)(15)(16),676.83kcal,매콤찜닭(05)(06)(15),289.88kcal,,,4383.01kcal
2024-04-03(수),애호박새우볶음(05)(09)(18),107.54kcal,계란후라이(완)(01)(05),87.5kcal,단호박샐러드(완)(01)(02)(05),53.4kcal,,,4383.01kcal
2024-04-03(수),겉절이김치,0kcal,양배추샐러드(케요)(12),60.71kcal,갓김치,11.2kcal,,,4383.01kcal
2024-04-03(수),"우유(백색우유(200ML,연간))(02)",65kcal,깍두기,12.8kcal,,,,,4383.01kcal
2024-04-03(수),,,이온음료,60kcal,,,,,4383.01kcal
2024-04-04(목),밥,287.5kcal,밥,287.5kcal,흑미밥,297.5kcal,,,2790.15kcal
2024-04-04(목),쇠고기두부탕국(05)(06)(16),77.73kcal,고기듬뿍순댓국(09)(10)(16),427.33kcal,햄듬뿍찌개(05)(06)(10),159.37kcal,,,2790.15kcal
2024-04-04(목),햄스크램블(01)(05)(10)(18),84.54kcal,삼치구이간장(05)(06)(07),265.96kcal,고구마맛탕(05),433.25kcal,,,2790.15kcal
2024-04-04(목),김자반,2.5kcal,오징어젓무침(17),45.99kcal,닭고기김치찜(05)(06)(15)(18),250.84kcal,,,2790.15kcal
2024-04-04(목),콩나물무침(05)(06),34.83kcal,부추무침(05)(06),21.71kcal,깍두기,12.8kcal,,,2790.15kcal
2024-04-04(목),가공우유(바나나맛)(02),82.5kcal,석박지,6.3kcal,,,,,2790.15kcal
2024-04-04(목),배추김치,12kcal,,,,,,,2790.15kcal
2024-04-05(금),밥,287.5kcal,보리밥,293.96kcal,후리카케밥(소량)(01)(05)(06),151.67kcal,,,4105.53kcal
2024-04-05(금),돼지고기짜글이(05)(06)(10),119.63kcal,얼큰콩나물국(05)(06)(16),23.49kcal,종합어묵국,120.78kcal,,,4105.53kcal
2024-04-05(금),쇠고기야채볶음(05)(06)(16),211.38kcal,돈육깐풍조림(05)(06)(10),763.21kcal,매콤짜장떡볶이(05)(06),253.51kcal,,,4105.53kcal
2024-04-05(금),오복채무침,15.99kcal,캐슈넛콩튀각조림(04)(05)(06)(14),88.41kcal,치킨너겟소스(01)(02)(05)(06)(12)(15)(16)(18),1060kcal,,,4105.53kcal
2024-04-05(금),총각김치,14kcal,배추김치,12kcal,치즈볼야끼(02)(05)(06),537.85kcal,,,4105.53kcal
2024-04-05(금),"우유(백색우유(200ML,연간))(02)",65kcal,한라봉,79.95kcal,단무지,7.2kcal,,,4105.53kcal
2024-04-06(토),갈릭치킨스테이크(05)(06)(15)(18),367.05kcal,대패삼겹살볶음밥(완)(02)(05)(06)(09)(10)(16),1435kcal,밀쌀밥,275.46kcal,,,3808.70kcal
2024-04-06(토),모닝빵딸기쨈(01)(02)(06),200kcal,유부장국(01)(05)(06),68.66kcal,얼큰새우탕(05)(06)(09),85.69kcal,,,3808.70kcal
2024-04-06(토),에그샐러드(완)(01)(05),184kcal,치킨스테이크(05)(06)(15)(18),367.05kcal,오징어돼지불고기(05)(06)(10)(17),266.01kcal,,,3808.70kcal
2024-04-06(토),시리얼(2)(06),157.2kcal,계란후라이(완)(01)(05),87.5kcal,상추/깻잎쌈,54.43kcal,,,3808.70kcal
2024-04-06(토),구슬치즈샐러드(05)(06)(10)(18),146.55kcal,모듬피클,37.1kcal,배추김치,12kcal,,,3808.70kcal
2024-04-06(토),제로콜라,0kcal,,,,,,,3808.70kcal
2024-04-06(토),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,3808.70kcal
2024-04-07(일),밥,287.5kcal,현미밥,293.15kcal,참치야채비빔밥(05),487.13kcal,,,3536.80kcal
2024-04-07(일),얼큰쇠고기무국(05)(06)(16),116.18kcal,부대찌개(완)(01)(02)(05)(06)(09)(10)(15)(16),236.25kcal,돈코츠숙주국(10),152.63kcal,,,3536.80kcal
2024-04-07(일),어묵야채조림(05)(06),152.41kcal,캐슈넛멸치볶음(04)(05)(06)(14),119.2kcal,진미채간장볶음(완)(17),1.79kcal,,,3536.80kcal
2024-04-07(일),돈육메추리알조림(01)(05)(06)(10),481.26kcal,떡갈비구이(01)(05),422.5kcal,버팔로치킨윙(01)(05),583kcal,,,3536.80kcal
2024-04-07(일),깍두기,12.8kcal,총각김치,14kcal,겉절이김치,0kcal,,,3536.80kcal
2024-04-07(일),"우유(백색우유(200ML,연간))(02)",65kcal,,,탄산음료,112kcal,,,3536.80kcal
2024-04-07(일),"생수(500ML,후식)",0kcal,,,,,,,3536.80kcal
2024-04-08(월),밥,287.5kcal,찹쌀밥,299kcal,밥,287.5kcal,,,3486.76kcal
2024-04-08(월),돼지고기애호박찌개(05)(06)(09),117.15kcal,쇠고기미역국(05)(06)(16),63.1kcal,나가사끼짬뽕국(05)(06)(08)(09)(10)(15)(16)(17)(18),167.29kcal,,,3486.76kcal
2024-04-12(금),고추참치볶음(05)(12)(16)(18),173.61kcal,치킨가스&새우튀김소스(01)(05)(06)(09)(10)(12)(15)(16),1049.63kcal,한식잡채(05)(06),247.64kcal,,,3816.20kcal
2024-04-12(금),쇠고기장조림(완)(05)(06)(16),135.13kcal,실곤약야채무침,45.01kcal,감자치즈핫도그소스(01)(02)(05)(06)(10)(12),810.9kcal,,,3816.20kcal
2024-04-12(금),김가루(05),8.6kcal,배추김치,12kcal,배추김치,12kcal,,,3816.20kcal
2024-04-12(금),배추김치,12kcal,"딸기,신선형(딸기(34월))",36kcal,,,,,3816.20kcal
2024-04-12(금),"우유(백색우유(200ML,연간))(02)",65kcal,,,,,,,3816.20kcal
2024-04-13(토),불고기버거(불고기베이컨버거)(01)(02)(05)(06)(10),604.17kcal,새우알리오올리오파스타(01)(02)(06)(09)(16),1159.28kcal,현미밥,293.15kcal,,,3382.21kcal
2024-04-13(토),소떡소떡(05),234.5kcal,마늘빵(02)(05)(06),94.5kcal,오징어콩나물국(05)(06)(17),69.5kcal,,,3382.21kcal
2024-04-13(토),시리얼(2)(06),157.2kcal,모듬피클,37.1kcal,베이컨스크램블에그(01)(05)(10),146.15kcal,,,3382.21kcal
2024-10-29(화),고구마샐러드(완)(01)(02)(05),63.33kcal,차돌샤브국(16),67.75kcal,낙지연포탕(05)(06)(16)(17),45.97kcal,,,2866.45kcal
2024-10-29(화),후르츠샐러드(01)(05),109.84kcal,배추김치볶음(05)(09)(16),59.28kcal,청경채굴소스볶음(05)(06)(18),53.03kcal,,,2866.45kcal
2024-10-29(화),불고기마요브리또(02)(06)(16),210kcal,돈가스&왕새우튀김소스(01)(05)(06)(12)(16)(18),793.66kcal,닭매운찜(05)(06)(15)(16)(18),208.58kcal,,,2866.45kcal
2024-10-29(화),시리얼(1),240kcal,파김치,20.65kcal,석박지(09),5.4kcal,,,2866.45kcal
2024-10-29(화),"우유(백색우유(200ML,연간))(02)",65kcal,,,"웅진식품,자연은워터젤로망고,100mL/개",50kcal,,,2866.45kcal
2024-10-30(수),밥,390.5kcal,스팸마요덮밥(01)(05)(06),1145.88kcal,보리밥,406.3kcal,,,3363.11kcal
2024-10-30(수),해물순두부찌개(01)(05)(06)(08)(09)(17)(18),114.04kcal,유부장국(01)(05)(06),26.49kcal,사골곰탕(완)(16),225.46kcal,,,3363.11kcal
2024-10-30(수),모듬장조림(01)(05)(06)(10)(18),171.24kcal,어묵핫바(01)(05)(12),137.7kcal,스팸두부조림(05)(06)(10)(18),223.23kcal,,,3363.11kcal
2024-10-30(수),빨간메추리알(01)(05)(06)(16),141.66kcal,감자샐러드(완)(01)(02),33kcal,오이무침,15.16kcal,,,3363.11kcal
2024-10-30(수),배추김치(09),8.75kcal,깍두기(09),13.3kcal,석박지(09),5.4kcal,,,3363.11kcal
2024-10-30(수),"우유(백색우유(200ML,연간))(02)",65kcal,"액션가면프로틴액트초코, 330mL",240kcal,,,,,3363.11kcal
2024-10-31(목),밥,390.5kcal,흑미밥,409.25kcal,밥,390.5kcal,,,3046.36kcal
2024-10-31(목),황태채국(01)(05)(06),61.14kcal,콩비지찌개(05)(06)(09)(10)(16),121.27kcal,닭가슴살떡국(01)(02)(05)(06)(15)(16),79.93kcal,,,3046.36kcal
2024-10-31(목),돈육소시지폭찹(05)(06)(10)(12)(15)(16),196.57kcal,오리불고기(05)(06)(18),357.12kcal,돼지고기채소볶음(05)(06)(10)(18),348.6kcal,,,3046.36kcal
2024-10-31(목),매운콩나물무침(05),29.4kcal,맛김,12.28kcal,치즈볼케첩(02)(05)(06),522.6kcal,,,3046.36kcal
2024-10-31(목),가공우유(바나나맛)(02),82.5kcal,깻잎쌈무(13),6.55kcal,배추김치(09),8.75kcal,,,3046.36kcal
2024-10-31(목),배추김치(09),8.75kcal,파김치,20.65kcal,,,,,3046.36kcal
